description,title,year,day,month_str,incident_n,month_n,grid_ref
"A sunny but windy and cold Sunday. Cumbria Police called us to help Izzy the Schnauzer dog, who had fallen into a quarry and could not get out. We despatched two Land Rovers and lowered two team members down into the quarry with a dog harness. Izzy was brought up successfully.12 volunteer team members attended this callout, which lasted 2 hours 5 minutes.",Low Blue Quarry,2021,21,NA,NA,11,SD294984
"On a wet afternoon, one of our neighbouring teams, Duddon and Furness MRT, called us for a possible assist on their incident. It transpired that their missing casualty was found, and our early responders stood down.3 members were involved for 18 minutes.",Duddon Valley,2021,20,NA,NA,11,NA
"It was a cold and sunny afternoon. Cumbria Police called us regarding a walker who could hear an intermittent whistle. We soon established that there was no emergency (although good intent), and the team stood down.2 members were involved for 10 minutes.",Blawith Fell area,2021,2,NA,NA,11,SD278895
"North West Ambulance Service requested our assistance with a gentleman who was suffering chest pains. Unfortunately NWAS was having problems getting through the floods and so we attended the casualty. As we finished assessing him, NWAS arrived on scene and we handed the casualty over into their care. Langdale & Ambleside MRT had followed the ambulance and were ready to escort them through the floods to their next destination.7 members were involved for 1hr 30minutes.","Park Coppice, Coniston",2021,28,NA,NA,10,SD296958
"It was a wet and windy day when North West Ambulance Service called us about a male in Coniston Water. It was quickly established that there was no emergency, and the team stood down.4 members were involved for 11 minutes.",Coniston Water,2021,26,NA,NA,10,SD292907
"Autumn is back in the Lakes, with rain, wind and low cloud all day. We were called by Northwest Ambulance Service about a young man who had fallen and dislocated his knee on the descent from Goat’s Hause.We deployed 11 team members up the fell to deal with the incident. This unusual injury was our third of the type in recent weeks, and, after pain relief, the knee was relocated and splinted. We then carried him on our stretcher on the rocky path until we were below Goat’s Water, when we could fit our relatively new wheel to the stretcher and thus use less effort to continue the descent to where we had left our Land Rovers.We loaded the casualty on the stretcher into our converted Land Rover ambulance and drove him down to base, where he was handed over to a land ambulance.13 volunteer team members attended this callout, which lasted 4 hours.",Goat’s Hause,2021,24,NA,NA,10,SD267981
,Tranearth/Little Arrow,NA,NA,NA,NA,NA,SD281958
,,NA,NA,NA,NA,NA,NA
"There was a Met Office yellow warning for heavy rain covering most of the day, and the wind was gusty. We were called out by our colleagues at Duddon and Furness MRT who were leading a search for a missing young man. Three other teams were also assisting in quite a large operation in the southern Lakes.We despatched all three vehicles, having been tasked to search along the Walna Scar track, and to Torver and Goat’s Water to the sides. We also looked in Guard’s Wood after a report of smoke from a camp fire.The young man was eventually found by a member of the public, who flagged down a vehicle from Langdale and Ambleside MRT, and he was taken to their base to recover.The incident involved 5 mountain rescue teams (one more was stood down early on), and our team contributed 15 volunteer members for 4 hours 15 minutes.",Little Langdale,2021,5,NA,NA,10,NY330031
,Swirl How,NA,NA,NA,NA,NA,NA
,Blawith Fells,NA,NA,NA,NA,NA,NA
,,NA,NA,NA,NA,NA,NA
,Above Low Water,NA,NA,NA,NA,NA,NA
,Levers Hawse,NA,NA,NA,NA,NA,NA
,,NA,NA,NA,NA,NA,NA
16 members attended and the incident lasted 2 hrs 50 minutes.,Goat’s Water,2021,12,NA,NA,9,SD266975
"Later that same day, we were back at base for a casualty care training session when North West Ambulance Service called us to help with an off-road vehicle accident on a permitted trail in Grizedale Forest. We despatched all three of our Land Rovers, and arrived on scene to find two seriously injured young men who appeared to have been ejected from their rolling vehicle. Assessment and treatment was commenced for both casualties’ multiple injuries. Helimed 58 from Langwathby landed nearby and its advanced medical team joined us, and land ambulances with their paramedics arrived using a smoother forest track. The helicopter had to depart due to nightfall and weather issues. Both casualties were stabilised, packaged and taken by the two land ambulances to the Major Trauma Centre at the Royal Preston Hospital for further treatment.The incident involved 17 volunteer team members for 3 hours and 25 minutes, ending around 10.40pm.",Grizedale Forest,2021,9,NA,NA,9,SD343949
"After a long dry spell, there had been some light rain and the rocks were slippery. A gentleman slipped and dislocated his knee cap. The call out came via LAMRT (Langdale & Ambleside Mountain Rescue Team) as NWAS thought the incident was in their area. Two Land Rovers were despatched, and we located the casualty away from the main paths. He was assessed, given pain relief, and the knee cap was relocated and splinted. We carried him on our stretcher back to our Land Rover which can be converted into an ambulance. He was then driven to our base for handover to land ambulance paramedics who subsequently took him to the local hospital.The incident involved 12 volunteer team members for 2 1/2 hours.",Holme Fell,2021,9,NA,NA,9,NY318013
"A large group of young people was walking on this pleasant afternoon when one of their number fell. She had an existing injury which was aggravated by her fall. Cumbria Police called us, and we despatched two Land Rovers to help. On arrival, she was assessed, given pain relief and her ankle was splinted for comfort. She was stretchered to one of our vehicles, and driven to our base. Her party collected her from there.The incident involved 12 volunteer team members for 2 hours.",Pudding Stone,2021,6,NA,NA,9,SD284990
"On a cool and dry afternoon, a male walker who was running down the side of the fell missed his footing and fell into a stream, sustaining head and knee injuries. Cumbria Police asked us to help, and we despatched two Land Rovers to assist. On arrival, we assessed him, and cleaned and dressed his knee. Helimed 08 from Blackpool also attended. However, the gentleman did not wish to take advantage of air support or land ambulance, so it was recommended to his family that he be taken straight to hospital.The incident involved 12 volunteer team members for 2.5 hours.",Scrow Beck area,2021,3,NA,NA,9,SD285980
"It was a cool and cloudy evening when we were called by Cumbria Police to help a woman with an ankle injury close to Levers Water dam. She was unable to walk any further, so her daughter called for help. We despatched two Land Rovers to the dam, assessed her injury and gave her pain relief. We drove her back to the base and advised on self care for her ankle, with a recommendation that she went to hospital if it had not improved by the morning.The incident involved 10 volunteer team members for 1 hours and 40 minutes.",Levers Water dam,2021,31,NA,NA,8,SD282993
"The bank holiday weekend had started warm and sunny. Cumbria Police asked us to assist a man who had fallen on the track uphill of the Youth Hostel. We despatched only one Land Rover at the time, due to the easy accessibility, and another was ready if required. On arrival the gentleman’s condition was assessed and he was treated for an abrasion to his arm. It was decided that the best course of action was to drive him in our vehicle to his car parked in the village, and a family member would then drive him to hospital for further assessment.The incident involved 10 volunteer team members for 1.5 hours.",Coppermines Valley,2021,28,NA,NA,8,SD288986
"It was a cloudy and mild afternoon when North West Ambulance Service asked us to help a woman who had fallen over while on a walk with her family on the track around Tarn Hows. She had existing medical conditions and was now very dizzy and unable to get up. When we arrived in our Land Rovers, she was assessed and then helped into one for the short drive to meet a land ambulance by the car park. The paramedics decided to take her to Furness General Hospital for further assessment.14 volunteer team members attended, and the incident lasted for 1 hour 30 minutes.",Tarn Hows,2021,22,NA,NA,8,NY328001
"Later that day, Cumbria Police asked us to help search for a woman long overdue back from walking her dog. She had become disorientated in the forest as the light faded. As team members were assembling for a Saturday night search, the woman was found safe but tired. We were therefore stood down.8 members attended, and the incident lasted for 20 minutes.",Grizedale Forest,2021,14,NA,NA,8,SD339986
"12 volunteer members attended this incident, which lasted for 2 hours and 45 minutes.",Low Water,2021,14,NA,NA,8,SD275982
"16 members attended this incident, which lasted 5 hours and 30 minutes, ending at 1.30am.",Swirl How,2021,11,NA,NA,8,NY273006
,Grizedale Forest,2021,10,NA,NA,8,SD341947
"A drizzly and low-cloud afternoon made navigation tricky. Two females became unsure of their position while descending Prison Band ridge from Swirl How, and called for help. Cumbria Police asked us to help, but we were unable to contact their phone again to confirm their position. We therefore set out for a potential search operation, but the cloud had lifted and the party had made their way down to Levers Water, where we met them. They were driven back down to their accommodation in Coniston.15 team members attended for 1 hour and 10 minutes.",Prison Band,2021,5,NA,NA,8,NY275007
,,NA,NA,NA,NA,NA,NA
,Old Man of Coniston,NA,NA,NA,NA,NA,NA
,Crag Fast on Raven Tor,NA,NA,NA,NA,NA,NA
"On a warm summer evening, a mountain biker had an accident and sustained several injuries including a suspected hip fracture. Cumbria Police called us out and we despatched two Land Rovers. Fortunately, the track was good and we were able to drive right to the casualty’s location. He was assessed, pain relief given, and then placed in a vacuum mattress (to stabilise the injuries for transport). He was lifted into our converted ambulance Land Rover and taken to our base. There, he was handed over to the crew of the waiting land ambulance. His subsequent X-ray is shown below with his permission.13 members attended and the incident lasted 2 hours and 10 minutes.",Ickenthwaite,2021,20,NA,NA,7,SD323894
"A lady got lost in featureless bracken on a hot afternoon, and phoned Cumbria Police for assistance. We tried to locate her with our phone-finder, but due to poor signal were unable to do so; however the lady had previously been able to give a good grid reference. To ensure the lady was able to get to a recognisable place, we despatched a vehicle with the idea of meeting up with her and assisting. En-route, we were told that she had found the road and we were stood down.2 volunteer members attended this incident, which lasted 40 minutes.",Blawith area,2021,14,NA,NA,7,SD286903
"On a sunny afternoon, a lady descending on a rocky path from Tarn Hows slipped, hurt her ankle, and was unable to continue. North West Ambulance Service asked us to help, and we despatched a team to her. After assessment, pain relief and splinting, we carried her on our stretcher uphill to our Land Rover ambulance, and then drove her to our base. From there, her family drove her to Furness General Hospital for further assessment.10 members attended and the incident lasted 1 hour and 50 minutes.",Tarn Hows,2021,30,NA,NA,6,SD325998
"We were aware that Cumbria Police had an ongoing missing person incident, so, once we had finished with Incident 18, the Team Leader offered our help. We assisted in a search for a missing female by covering tracks and footpaths radiating out from her last known location at High Cross. After several hours, she was found some way off at Wise Een Tarn on Colthouse Heights, and assessed by paramedics from a land ambulance.8 volunteer members attended and the incident lasted nearly 6 hours, ending just after 5am.",High Cross area,2021,27,NA,NA,6,SD366976
"On a lovely summer evening, Cumbria Police called us to assist after receiving reports of a man shouting on the beach at the edge of Coniston Water. On arrival, he was conscious but confused, and there was the possibility of a head injury. We carried him on our stretcher to a location which the land ambulance could access, and handed him over to the paramedics.13 volunteer members attended and the incident lasted 1.5 hours.",Sunny Bank,2021,27,NA,NA,6,SD292923
"On a pleasant summer afternoon, a group of walkers crossed Low Water Beck, but one of the party slipped backwards and sustained a nasty head injury. Fortunately, passing walkers included former NHS staff who dealt with the initial bleeding. North West Ambulance Service called us to assist, and we despatched two Land Rovers. On arrival at the casualty, an assessment was made, pain relief given, and the NW Air Ambulance, Helimed 08, arrived. It was decided to fly the casualty to Furness General for further treatment.10 volunteer members attended and the incident lasted 1.9 hours.",Pudding Stone,2021,19,NA,NA,6,SD282983
"A member of the public contacted the Team via Social Media to express concern about a tent found the previous day in one of the many slate mines (levels) on the Eastern flank of The Old man of Coniston. Two members went for a walk to check it out, relevant levels were checked and it appears that the tents had been removed in the intervening period.False alarm – good intent (no pun intended!) 2 members, 2 hours.",Moss Head Quarries,2021,13,NA,NA,6,SD277978
"The Team had just left the Land Rovers at Crowberry Haws to commence a training exercise when we were contacted by the North West Ambulance Service (NWAS) for assistance with a developing incident.A gentleman had collapsed and although initially he appeared to be recovering, he then became unresponsive. A passer-by assisted the group by calling the emergency services. Once the correct location was ascertained, the three team vehicles and a land ambulance, which had arrived at the Rescue Base, made their way to the scene. The GNAA (Great North Air Ambulance) also attended.However, despite every possible effort made, sadly the gentleman passed away.The Team’s thoughts are with the gentleman’s family and friends at this sad time.16 members attended and the incident lasted just over 4 hours.",Walna Scar Road,2021,13,NA,NA,6,SD295973
"Another lovely Lakes day when Cumbria Police called us about reports of a lamb having fallen into an old mine engine wheel pit near Kernel Crag. A small team went up there and abseiled into the pit to inspect both the wheel pit and its drain. Nothing found. We spoke to a local who had reported it, and who showed us a photo of it, and to the farmer, who had not rescued it either. Mystery unsolved, we looked around the local area lamblessly, and then returned to base.4 volunteer members attended this incident, which took 3 hours.",Millican’s wheel pit,2021,2,NA,14,6,SD287992
"The Bank Holiday weather was great, but an unfortunate lady, walking on the path beside Windermere, felt unwell and briefly fainted. North West Ambulance Service asked us to help and we got a small team to her from the nearest vehicle access point. After assessment and treatment, we got to use our stretcher wheel for the first time on an incident because the lakeside path is good. We carried her to our Land Rover and drove her up the hill to hand over to the land ambulance paramedics.10 volunteer members attended this incident, which took 1 hour and 40 minutes.",Windermere shore,2021,30,NA,13,5,SD382998
"It was a pleasant evening when a party of two, descending from Levers Hawse, strayed from the path and became cragfast. Cumbria Police asked us to help, and we despatched two Land Rovers up the rough track to Levers Water dam. We located them and guided them back onto the path.8 volunteer members attended this incident, which took 3 hours.",Levers Hawse,2021,28,NA,12,5,SD272995
"It was a mild afternoon, with showers making the rocks damp. A lady slipped and fell on a track on Claife, hurting her wrist. We were called to assist, and assessed her, giving pain relief and splinting the wrist. She was then driven down in our Land Rover to a land ambulance, further assessed, and then sent to Furness General in her party’s transport for further treatment.13 volunteer members attended this incident, which took 1 hour and 45 minutes.",Claife Heights,2021,25,NA,11,5,SD382959
"The weather forecast was poor, and matched by reality – low cloud and heavy rain. Cumbria Police called us about two walkers believed to be lost in low cloud on the north side of Grey Friar. We were unable to reach them by phone, so despatched two Land Rovers to search for them. Our neighbouring team, Duddon and Furness MRT, also turned out as the walkers’ likely location is close to our boundary. In fact, the walkers descended through the cloud and found the road at Wrynose Bottom and managed to get a lift, so both teams were stood down.11 volunteer members from Coniston MRT attended this incident, along with 16 from Duddon and Furness MRT, and it took 1.5 hours.",Grey Friar,2021,20,NA,10,5,NY262010
"It was a drizzly and cloudy afternoon, and the rocks were slippery. A lady, descending Wetherlam’s north-east ridge, slipped on a sloping section of rock and hurt her hip. She was unable to walk, and called for help. Cumbria Police asked us to assist, and we despatched 3 Land Rovers to Tilberthwaite, which is as close as we can get to Wetherlam on wheels. The walk up to the NE ridge takes time, and the lady was cold on our arrival. After assessment and pain relief, the nature of her hip injury and the distance to carry made a helicopter extraction the best course of action.HM Coastguard’s Rescue 936 from Caernarfon arrived, and after a short carry down on our stretcher we were all ready to winch her when cloud enveloped the hill, and the helicopter crew asked us to continue descending. After an awkward carry, we got below cloud and the helicopter was able to extract her successfully. She was flown to Walney Island airfield for the short transfer to Furness General.17 volunteer members attended this incident, which took 4 hours.",Wetherlam,2021,15,NA,9,5,NY290013
"On a mild and sunny Spring day, a man had a climbing accident and a long fall. He was able to make his way down from the quarry to the car park. We were asked by NW Ambulance Service to assist, and sent two Land Rovers. The casualty was fully assessed for several injuries, fortunately none severe, and he was handed over to the Land Ambulance when it arrived.15 volunteer members attended this incident, which took 1.5 hours.",Tilberthwaite,2021,7,NA,8,5,NY306009
"Spring continued in the Lake District with another fine day. Cumbria Police called us about a report of shouts for help, heard from climbers at Long Scar coming from the south of them. Two team members had just finished a climb there and went to investigate. Together with two members from Duddon and Furness MRT, climbing on nearby Black Crag, a line search was performed back to the road, revealing no sight nor sound of distress. A farmer was bringing his sheep down from Wet Side Edge, south of the road, and it was concluded that the shouting was probably from him.8 volunteer members attended this incident, along with 2 members from Duddon team, and it took an hour.",Wrynose Pass,2021,16,NA,7,4,NY275028
"A fine Spring day was marred for a lady who slipped and fell while descending the Old Man. She hit her head and was briefly unconscious, so her companion called for help. Cumbria Police passed the incident to us, and we despatched teams in our Land Rovers to drive as high as the tracks permitted, and then walked up to the casualty. She was assessed, given pain relief, put onto our stretcher and carried down the fell to one of our Land Rovers which can be converted into an ambulance. We then drove her down.A Helimed from Great North Air Ambulance landed near the fell gate car park (G-NHAC), and their doctor decided that a land ambulance transfer to Furness General was sufficient. We transferred the casualty to the land ambulance which was back at our base.18 volunteer members attended this incident, which took 2 hours 20 minutes.",Old Man of Coniston,2021,14,NA,6,4,SD278982
"Spring was in full flow in the Lakes when a man, mountain biking in Grizedale Forest, crashed and sustained head and neck injuries. NWAS paramedics (North West Ambulance Service) had reached the casualty on foot, but needed our help for extraction to Helimed 75 from Manchester which had managed to land on the hill top. We loaded the casualty already on the NWAS scoop stretcher onto our heavier stretcher, and took him securely in our converted Land Rover ambulance up to the helicopter. He was then flown to Furness General for treatment.12 volunteer members attended this incident, which took 2.2 hours.",Grizedale Forest,2021,2,NA,5,4,SD326952
"On a lovely spring day, Cumbria Police called the Team Leader asking us to assist a lady whose dog had apparently fallen down a crag. We stretchered the injured dog to our vehicle before transferring the lady and her dog to her own vehicle, for onward transport to a vet.3 members attended for 1.9 hours.",Grey Crag,2021,31,NA,4,3,SD282986
"On a fine spring afternoon, the Team Leader received a call about a lost dog in Coppermines Valley. Three team members searched for 1.5 hours, but did not see it. The dog was found the next day.",Paddy End,2021,20,NA,3,3,SD285987
"We were alerted by Cumbria Police to a couple reporting themselves stuck in snow and ice on the Old Man of Coniston. They could not give their position and further attempts to contact them by the Police failed. We attempted to call them and used our Phone Find system to locate them but never received a reply. A small party searched the most likely parts of the Old Man but found nothing. It was decided to conclude the search unless further information became available.5 volunteer members attended this incident, which took just over 2 hours.",Old Man of Coniston,2021,30,NA,2,1,SD272978
"The team were called to an incident near Hodge Close this afternoon; an 84 year old man had slipped and was suspected to have broken his femur. As the location was accessible by road, a very small team was assembled and brought the casualty back to base for hand-over to the North West Ambulance Service.The man was walking with members of his family bubble and had walked from his house around a mile away.7 volunteer members attended this incident, which took just over 2 hours.",Hodge Close,2021,9,NA,NA,1,NY317018
"It turned into a sunny but cold day, with the Coniston fells among the snowiest in the Lakes. Cumbria Police called us about a male walker who had collapsed close to the summit of Dow Crag and was in cardiac arrest. Various MRT members were in the vicinity, along with two local doctors, and CPR was commenced. We despatched two Land Rovers with snow chains up the Walna Scar track, walking up from the rock step where the Landies have to stop. Rescue 199, a Coastguard AW189 helicopter based at Prestwick, was tasked to assist, and was on-scene before our team arrived.Unfortunately, the gentleman did not recover, and R199 flew him down to Coniston for transfer to our base. Our thoughts and condolences are with his family and friends at this sad time.12 members from Coniston MRT were involved, 2 from Duddon and Furness MRT, 2 from Bolton MRT, some other walkers and the 2 doctors. Thanks to all, and to the R199 crew who saved the team a long carry-out. The incident took 3.5 hours.",Dow Crag,NA,11,NA,NA,12,SD262975
"With night temperatures well below freezing and plenty of snow still on the ground, Cumbria Police asked us to support their search for a high-risk missing person, last seen on foot in the village around 1am. The team assembled and small parties were despatched to likely areas.Fortunately, a positive find was quickly made by a team member and the missing person was located indoors and therefore in no danger.12 volunteer team members attended, and the incident lasted for 2.5 hours.",Coniston village 2,NA,11,NA,NA,12,SD299974
"Coniston had woken to quite a heavy snowfall overnight. We were asked if we could transport some residents who could not get to a special Christmas lunch because of the snow, to the event.We assisted with this request and later collected the residents and drove them safely home.Two members were involved, which took a total of one hour.",Coniston village,NA,10,NA,NA,12,SD299974
"The first snows of winter had just arrived on the highest tops, and it was cold in the valleys. We were called by Cumbria Police about a male walker who had fallen near Levers Waterfall, downstream from the dam. He had an ankle injury and it could not weight-bear. We despatched two Land Rovers up the track to the dam, and walked across to him. He was assessed, splinted and stretchered across the beck and back to the track. Our Land Rover ambulance then drove him back to our base, from where a land ambulance took him to Royal Lancaster Hospital for further treatment.9 volunteer team members attended, and the incident lasted for 2 hours and 6 minutes.",Levers Waterfall,NA,22,NA,NA,11,SD282990
"Most of the team’s Cas Carers were at base for a training day when we were called by Cumbria Police about a fallen fell-runner. He had slipped on descent from Wetherlam and his ankle would now not carry any weight. We despatched two Land Rovers into Coppermines Valley, and walked up to him from there.He was assessed, pain relief given, and splinted. Because of the remote location and long carry-out, we asked for helicopter assistance and, fortunately, Helimed 58 from Langwathby (G-NHAE) was available to help. The fog/mist closed in on us, but we were able to carry the casualty down to the helicopter’s landing site and load him before flying out was impossible. The Helimed took him to Furness General Hospital for further treatment.14 members attended this incident (including our Paramedic trainer on the day – thanks, Simon!), which lasted for 2 hours and 40 minutes.",Wetherlam,NA,19,NA,NA,11,SD292999
"On a showery Autumn afternoon, a family group was walking near to Beacon Tarn when one of the members slipped over and hurt her ankle. The family called Cumbria Police, who asked us to help. We initially despatched two Land Rovers, parked by the road and walked up the fell to the group. The casualty had self-administered sufficient pain relief, so, after assessment, her ankle was splinted and she was stretchered off using our wheel accessory. She was then loaded into our converted ambulance and taken to the family car which was parked further along the road. A family member was happy to drive her direct to Furness General Hospital.13 volunteer team members attended this incident, which lasted for 2 hours and 5 minutes.",Near Beacon Tarn,NA,22,NA,NA,10,SD281900
"It was a low-cloud day with intermittent rain. Two walkers had completed the Old Man of Coniston in cloud, and then followed the ridge north using their map. They passed the exit at Levers Hause with the idea to descend Prison Band, but became disoriented in the cloud after Great How and phoned for help. Cumbria Police alerted us, but we were unable to locate their phone, possibly because it had its ‘location services’ switched off.While we were talking to them on the phone, two walkers passed them who did know their location as Swirl How, so we asked them to assist the callers down Levers Hause. We despatched two Land Rovers up to Levers Water dam, and three of us walked up to meet them half-way down from the Hause. All were transported back to our base to warm up. The team thanks the couple who helped at Swirl How, saving us time searching the fell.6 volunteer team members attended this incident, which lasted for 2 hours and 50 minutes.",Swirl How,NA,21,NA,NA,10,NY272005
"It was a sunny day, and a retired couple had climbed the side of Mart Crag on the steep path from the village. Unfortunately, the lady felt faint and dizzy, and was unable to continue, so they phoned Cumbria Police for help. We were called out and despatched a team to their phone-located position. On arrival, the lady was assessed and as she was feeling a little better than before, we decided to assist her walking (rather than put her in our stretcher) for the longer walk-off but with a gentle gradient.With help, she made it down to one of our vehicles, and was driven to our base. There, she was assessed again and found well enough to be driven home by her husband after medical advice was given.11 volunteer team members attended this incident, which lasted for 3 hours.",Yewdale Fells,NA,13,NA,NA,10,SD303989
"Wasdale MRT was called out for a missing person on Scafell Pike on Saturday evening. Other teams and agencies joined the search on Sunday morning, and we were preparing to send a small group to help when we were stood down.5 members were involved for varying times.",Scafell area,NA,9,NA,NA,10,NY216075
"It was a cool and clear Autumn day. A gentleman who had existing medical conditions was descending from the Old Man of Coniston via Goat’s Water when he became unwell. He was sick, and briefly unconscious, so his fellow-walker called for help.Cumbria Police alerted us, and we sent all 3 of our Land Rovers up the Walna Scar track to the unpassable rocky gap, and walked up from there. Fortuitously, we had the MREW Medical Director, who is a doctor, visiting our base when the callout commenced. The casualty was assessed, and it was decided to stretcher him down to meet a land ambulance at our base, from where he was taken to Furness General Hospital.17 volunteer team members attended this incident, including Alistair (thank you!), and it lasted for just under two hours.",Little Arrow Moor,NA,3,NA,NA,10,SD271967
"Having been out training on the fell in the morning, we were called mid-afternoon by Cumbria Police to assist a woman who had fallen on the main track down from the Old Man, around Saddlestone Quarry. She was unable to walk due to an ankle injury. The casualty’s location was confirmed by our phone-finder function, and three Land Rovers were despatched to Windy Gap, and we walked the rest of the way.The casualty was assessed and given pain relief. Her leg was splinted and the woman was put in our stretcher for the carry down. We loaded her into our converted ambulance Land Rover, and drove her to our base. There, she was transferred to her party’s minibus, for onward transport to Furness General Hospital.15 volunteer members attended this incident, which lasted for 2 hours.",Old Man of Coniston,NA,1,NA,NA,10,SD280981
"The afternoon had turned out warm and sunny, but with a cool breeze on the tops.We were called out by CUMPOL (Cumbria Police) to go to the assistance of a gentleman who had slipped on the lakeside path just beyond Sunny Bank, near Torver. He had been walking with his wife and dog when he fell off the track and down into some gorse, which thankfully broke the fall. Passers-by were able to help him back onto the path, but he was quite shaken and at that point unable to continue.Two vehicles were deployed and one Team Member was able to make his own way there via boat. The casualty was assessed and apart from a minor exacerbation of an old shoulder injury, no other health issues were found. The gentleman was able to walk with a little support from team members, and was feeling much better by the time he reached his car. He was given a medical advice for the following 24 hours and deemed well enough to return to their accommodation.We would like to thank the people who had stopped to help him and his wife.8 Team Personnel attended this incident which took 1 hour 50 mins.","Sunny Bank, Torver",NA,27,NA,NA,9,SD293930
"It was a clear and sunny afternoon when CUMPOL (Cumbria Police), asked us to assist a lady who was lost, with her dog, on Birk Fell.Once she was located on our map after sending a link to her phone, the lady was given advice on how to find her way off the fell. We followed her progress to ensure she was heading in an appropriate direction. We then deployed one Land Rover with two team members to rendezvous with her in Greenburn, and once we had picked her up drove her to her car at the summit of Wrynose Pass for her onward journey home.6 members attended and the Incident took 2hrs 11 mins.",Birk Fell,NA,24,NA,NA,9,NY297017
"It was a clear Autumn afternoon when a small walking party on the top of Dow Crag had a problem. One of the party’s rucksacks was knocked over the edge of the crag by someone’s dog, and a man scrambled down to retrieve it. He reached it, but then fell and became cragfast with a knee injury. Cumbria Police called us to help, and we despatched all three of our Land Rovers – one of which then returned to base to pick up more members since a Dow Crag rescue can need a large team and lots of kit.Having located the casualty on the crag, we set up anchors at the top and lowered one of our climbers down to him with a spare climbing harness. We needed 97 metres of rope to reach him. We were able to raise them up to the top of the crag using a 3:1 pulley system with our new clutches.The casualty was assessed, given pain relief and treated for leg abrasions, but was able to walk with us down to his party’s car.19 volunteer members attended for 5 hours and 20 minutes.",Dow Crag,NA,19,NA,NA,9,SD263978
"On a cool night, we were called by Cumbria Police to assist two females and a dog lost in the dark to the north of Levers Water. Having established their position through our phone-finder function, we despatched one Land Rover with four on board up the rocky track to Levers Water dam, and then walked up to their location. We escorted them back to our Land Rover and returned them to their vehicle.12 volunteer members attended for 1 hour and 53 minutes.",Above Levers Water,NA,14,NA,NA,9,SD280998
"Another fine Autumn day saw a gentleman fall off his bike on the bumpy track beside Windermere’s west bank. A passing cyclist came to his aid. Cumbria Police asked us to help because there was no road nearby, but the track was good enough for our Land Rover to get to the casualty.We assessed and treated the gentleman for numerous abrasions to his arm. We then drove him back to his car and he and his wife were able to make their own way back to their accommodation after being given advice on his self care for the next 24 hours.8 volunteer members attended for 1 hour and 46 minutes.","Belle Grange, Windermere",NA,13,NA,NA,9,SD387989
"On a fine Autumn day, a couple were walking the Cumbria Way and were beside Coniston Water when the gentleman slipped and fell forwards, sustaining several injuries and unable to walk. Cumbria Police asked us to help since there is no road access to that area. We despatched one Land Rover to the National Park’s boating centre, to use their rescue boat as transport, and one Land Rover to get as close as it could, and then its party would walk in.The boat arrived first, and the casualty was assessed, pain relief given, and wounds cleaned as necessary. He had fractured his thumb but since no major bones were broken, he was helped to the shore and onto the boat. He was taken to a landing stage further up the shore, from where he was to be driven by some people who had kindly stopped to help him to Furness General Hospital for further treatment.10 volunteer members attended for 1 hour and 40 minutes.",Torver Common Wood,NA,11,NA,NA,9,SD298942
"The August Bank Holiday weekend was almost over without incident when Cumbria Police called us about a family group that had become locationally disorientated on descent from Birk Fell in fine weather. We located them through our phone-finder function, and despatched a Land Rover to meet them and escort them off the fell.6 volunteer members attended, and the incident took 2 hours and 20 minutes.",Birk Fell,NA,29,NA,NA,8,NY298020
"It was a sunny day, and we had a well-attended fund-raising stand at the Lakeland Country Fair at Torver. At 15:01, North West Ambulance Service called us to help in Grizedale Forest again, where a mountain biker had crashed. As we were gathering back at base, we were stood down since the casualty had reached the Grizedale visitor centre.At 12 minutes, this would normally have been a contender for our shortest callout of the year, but Incident 4 remains easily the shortest at 3 minutes. 11 members attended.","Grizedale Forest, 2",NA,21,NA,NA,8,SD334943
"On a showery afternoon, a group was enjoying the Go Ape visitor attraction, but a lady was involved in a collision which required North West Ambulance Service to attend. Paramedics assessed her condition and gave pain relief. Because the lady was up a grassy slope from the road, we were called to assist NWAS with a stretcher carry down to their land ambulance, using our vacuum mattress to stabilise the lady’s injured back.14 members attended and the incident took 1 hour and 44 minutes.",Grizedale Forest,NA,20,NA,NA,8,SD337947
