name,date,duration,members,Description,incident
Cwm Bochlwyd,2018-01-13,03:35,8,"A group of walkers returning from Cwm Idwal reported hearing shouts for help from the Cwm Bochlwyd area. Other walkers on the hill also confirmed hearing the shouts. A small hill party was deployed to the area but nothing was found, and there were no reports from NWP about anyone overdue/ missing in that area. The team stood down as it was likely that the group had heard goats who are commonly seen in the hills.",21
"Marin Trail, Llanrwst",2018-01-09,04:00,1,"A male rider came off his bike after hitting a slushy rut and sustained a painful shoulder/ upper arm injury. WAST transferred the job to OVMRO as the casualty was in a difficult to access location. Some TMs set off on foot whilst the team vehicle brought more TMs to the trail. The team vehicle was able to drive right up to the casualty who was assessed, given pain relief and then driven down to the road. As WAST were extremely busy the casualty was then taken to hospital for treatment in the team vehicle.",20
Devil's Kitchen,2018-01-08,02:15,2,"Two male walkers had reached the summit area of Y Garn in deteriorating weather conditions and decided to retreat. They tried to re-trace their steps down the Devil's Kitchen path but came to a section where the path had turned into a waterfall. At this point they lost confidence and rang for help. It was explained to them that team members would not be able to reach them for possibly 2 hours so they decided to continue carefully down the path. A hill party was deployed and met them on the path between Llyn Idwal and the road, both were cold but otherwise well.",19
Cwm Idwal,2018-01-05,00:45,6,"An instructor led group reported hearing shouts for help in the Cwm Idwal area. Whilst one instructor continued to Ogwen Cottage to ring NWP, the other went to investigate. She found a group camping who admitted to shouting for help although they were fine. They were firmly told the error of their ways! No MRT action needed.",18
Carneddau,2018-01-04,20:00,1,A male was reported as lost in a white out in Snowdonia by his father. The call initially went to Llanberis MRT but was then passed over to Ogwen when it became clear he was on the Carneddau. The walker was able to find a path and then was happy to continue his descent to Bethesda via Yr Elen. He was asked to activate SARLOC periodically so the TL could monitor his progress.,17
Pen yr Ole Wen,2018-01-04,04:10,1,A male walker slipped on ice on the South West descent from Pen yr Ole Wen and tumbled a short distance. He suffered a potentially serious head injury so the Coastguard Helicopter was requested as MRT were being deployed. An assessment by the Winchman Paramedic and the Team doctor meant that he could be winched off the mountain for a possible transfer to the air ambulance and then to Stoke trauma centre. His friends were assisted off the mountain by team members.,16
"Y Gully, Tryfan",2018-01-03,08:55,3,Three poorly equipped males set off at midday to climb Tryfan which was in winter conditions. They ascended the South Ridge and then tried to descend the North Ridge but strayed on to the dangerous area of the West face in the Y Gully area. Inevitably they became stuck in the steep gully and could not move. Their position was confirmed with SARLOC and a large party of team members battled severe weather conditions to reach them. They were individually lowered to the bottom of the gully and then walked off the mountain.,15
Bristley Ridge,2018-01-28,02:10,1,"A group of University students were scrambling on Bristley Ridge when a dislodged rock hit one of them in the face, causing a deep gash. Although he initially felt nauseous he felt able to walk down unassisted. The group leader alerted the team in case the situation changed. He kept in touch with the Ogwen TL via text messages until the whole group was safely off the hill. No MRT action needed.",14
East Face Tryfan,2018-01-27,00:50,12,There was a report of flashing lights on the East Face of Tryfan. The informant was certain there could be people in difficulty so called 999. A couple of team members already at Oggie Base spent some time investigating the report but no lights were seen. No action taken.,13
Y Garn,2018-01-26,01:35,3,A poorly equipped couple with a 5 year old child reported themselves lost in the dark in the area of the Devil's Kitchen. SARLOC was used to locate them SW of the summit of Y Garn. Because of the freezing temperatures and the small child involved it was decided that R936 Coastguard Helicopter would be the best resource. Whilst team members prepared at Oggie Base the aircraft was able to locate the casualty party and then fly them to Base for a warm up.,12
Bangor,2018-01-25,05:40,1,"OVMRO were requested by NWP to assist with a SARDA search of woodlands near the Menai Straits, at Upper Bangor. OVMRO supported two air scenting SARDA dogs to search the woodland. NWP later informed MRT that the missing person had made contact with a family member and was believed to be in another area, so the search was suspended.",11
Milestone Buttress area,2018-01-25,04:10,6,"6 people reported themselves stuck somewhere on the North Ridge of Tryfan. Unfortunately that was the only info received by the TL as repeated phonecalls back to them went straight to voicemail. With only 2 hrs to darkness, low temperatures and limited number of team members it was decided to ask for the help of the Coastguard helicopter. They were able to locate the group who were just above the Milestone Buttress and close to a path. It was decided that a winch from that location did not justify the risk as they were on safe ground. Therefore 4 hill members deployed to walk them off.",10
Coastal path above Sychnant,2018-01-21,03:00,1,"A female walker on the North Wales Coastal Path suffered a leg injury and asked for assistance. Local team members went direct to the scene whilst the Team vehicle with kit was being deployed from Oggie Base. Luckily a landrover was able to drive up a track to within 150m of her location, so she was carried to the vehicle and taken to the road for the onward journey to hospital with her friends.",9
North Ridge Tryfan,2018-01-19,04:05,2,"A couple of walkers became stuck high up on the North Ridge due to unexpected snow conditions underfoot. They lacked confidence to return the way they had come and asked for assistance. Two hill parties were able to locate them, warm them up and then help them back down the mountain.",8
Tryfan,2018-01-15,08:00,1,"At first light members from all 6 North Wales MRTs, RAF Valley MRT, and SARDA were all deployed onto Tryfan to search for the missing walker. The aim was to cover all the high priority areas as the weather was due to improve throughout the day. The assistance of the Coastguard Helicopter from Caernarfon was also authorised but not used due to the high winds. Mid morning the walker was found on the West side of Tryfan but had sadly not survived. More team members were sent to the location with extra equipment, and the walker was brought to the roadside on a stretcher.",7
Tryfan,2018-01-14,08:00,1,"The team were called out as an experienced, well equipped walker had not returned from a planned climb up the North Ridge of Tryfan. As he was several hours overdue and the weather was forecast to deteriorate significantly overnight, several hill parties were deployed on to the mountain to search for him. Common paths were searched despite heavy rain and gale force winds, but the conditions were too dangerous to put team members high on the mountain. The search teams were stood down at 4am, and TLs planned the search areas for the morning when other MRTs were being called in.",6
Dolarrog,2018-01-13,01:55,2,A mother and daughter reported themselves lost above Dolgarrog. Shortly afterwards they rang NWP again to say a family member was on the way to locate them so MR assistance was no longer required. The TL maintained contact with the party by telephone until the family member had arrived on scene. No action needed by MRT.,5
East Face Tryfan,2018-01-10,01:30,2,"Two walkers had attempted the North Ridge of Tryfan but had found the icy conditions high up challenging. In an attempt to retreat they unfortunately chose to descend North Gully and then traverse out below North Buttress, until they could go no further. The team were alerted and the help of the Coastguard Helicopter R936 was requested due to the difficult terrain and onset of darkness. The aircraft was able to winch them from the ledge and bring them to Oggie Base, both safe and well.",4
Holyhead,2018-01-06,24:40,1,NWP requested a SARDA trailing dog to look for a missing person in the Holyhead beach area. The request was passed to SARDA and OVMRO offered to provide MRT back-up if required. No action required.,3
Glyder Fach,2018-01-05,01:20,1,A passing motorist who had stopped for a few minutes on the A5 thought he could hear a shout for help from the Glyder Fach/ Tryfan area. However he agreed that it could also have been an animal. As no other reports had been received by NWP it was decided that there would be no MRT action unless further information was received.,2
Great Orme,2018-01-05,01:40,1,"Report of a dog stuck on a ledge on a cliff face on the Great Orme. It became apparent that the RSPCA had already been tasked to this incident, therefore no MRT action needed.",1
Llyn Bochlwyd,2019-01-28,01:30,3,"A party of 3 had walked from Idwal to the Devil's Kitchen, traversed the Glyderau, descended to Bwlch Tryfan and arrived at the outflow of Llyn Bochlwyd after dark. They had torches but could not find the path down so after an hour they rang for help. Phonefind confirmed their location on the east side of the stream so a Teamleader talked them off the hill back to the road, using Phonefind from time to time to check their progress. No deployment necessary.",121
Tryfan,2019-01-28,00:15,1,"A male, sat in a car on the A5, reported that his friend had been descending the Heather Terrace but now appeared to be lost as his torch seemed to be in the wrong place. A team member passing through the valley went to investigate and found the 'lost person' just arriving at the car. False alarm with good intent.",120
Geirionydd area,2019-01-28,02:50,1,A female walker tripped and then collapsed on the footpath above Klondyke Mine in the Geirionydd area. She was initially unconscious but then came round but felt unwell. Her daughter asked for assistance and a small hill party deployed to the location. With help she was able to walk back to her car and her family were advised to take her to a doctor/hospital.,119
Carpark at foot of North Ridge of Tryfan,2019-01-22,01:25,1,A solo female walker slipped on her descent of the North Ridge of Tryfan and sustained several minor injuries. She requested assistance as she arrived back at the carpark so team members took her to Oggie Base for assessment. An ambulance attended and took her to hospital for treatment.,118
Aber Falls,2019-01-14,01:20,2,There was an initial report from a walker at the base of Aber Falls that there was concern for a female plus dog at the top of the Falls who seemed to be struggling to locate the path down. Shortly afterwards NWP were contacted by the female at the top requesting assistance to find her way down. A small hill party deployed to Aber but were informed that the lost party had found the path and no longer needed assistance.The hill party met up with the lost party on the Aber track to check all was well and then returned home.,117
Cwm Llafar,2019-01-10,01:30,2,"Two well equipped males had walked up Cwm Llafar in the morning, climbed Crib Lem and then tried to walk back down the main path to the Waterworks at Gerlan. However, a small stream crossing the path in the morning had significantly increased in width and depth by the time they came back to it due to the heavy rainfall. They lacked confidence to cross it and requested help. Two team members walked up to their location and assisted them across the stream with a short rope, then they were able to walk back down to the car.",116
Drum,2019-01-04,07:00,1,A lone male walked up to the Bwlch between Drum and Foel Fras with the intention of self harm. He rang the Police to tell them of his intentions and then asked for help getting off the mountain as he had taken tablets. A team vehicle drove up to the summit of Drum and then team members walked to the male's location. Although not fully alert he was able to walk back to the vehicle and was taken to hospital for treatment.,115
Cwm Idwal,2019-01-04,02:10,2,"A member of the public in the Devil's Kitchen area reported hearing shouts for help from Cwm Idwal/ Y Garn. No contact could be made with the informant so 2 team members went for a dog walk around Cwm Idwal to investigate. No shouts were heard and there were no further reports to NWP, so no further action was taken.",114
"North Gully, Tryfan",2019-01-01,08:50,3,"A party of three rang for help after attempting a scramble up Little Gully and North Gully on the East Face of Tryfan. They thought they were about 20m below the ridge line when they became stuck. However when the first hill party ascended Western Gully and looked down North Gully it became apparent that the stuck party were much further down than they had claimed, close to the junction of Little Gully and North Gully. Rope systems were set up and the group were lowered one by one to the Heather Terrace where another party was waiting to receive them. They then all walked off the mountain back to Oggie Base.",113
Gallt yr Ogof,2019-01-25,07:30,1,Sadly this incident was the same as the previous one a week earlier. The same vulnerable male rang the ambulance service in a distressed state and his phone was traced to the ridge line East of Gallt yr Ogof. A large hill party was sent to that location and found the male but he refused to walk off the mountain. Because there was a risk for his safety several Police Officers and a Police negotiator became involved to assist with his extraction. He finally agreed to walk down and left with the Police Officers.,112
Cwm Idwal,2019-01-18,04:20,1,"The ambulance service requested assistance from the team as they had received a call from a vulnerable male claiming to be on Glyder Fawr. There was limited information about his possible location and no way of contacting him. A hasty hill party was deployed to investigate a possible sighting earlier in the day and other parties were formed to be airlifted by Coastguard Helicopter onto Glyder Fawr to start a search of the main paths. SARDA was also asked for search dog availability. The initial hill party found the male in Cwm Idwal in a distressed state, talked to him for some time and then persuaded him to return to the road with them. He was then transferred to hospital for assessment.",111
Cwm Idwal,2019-01-18,02:40,1,"The team were called to a male walker who had slipped on ice close to Llyn Idwal and injured his knee. On assessment he was unable to weightbear so a stretcher party was deployed. He was treated, carried down to the road and then transferred to an ambulance for transport to hospital.",110
"Moel Faban, Bethesda",2019-01-15,05:30,1,"A male teenager with little hill experience and no hill clothing decided to walk from Bethesda over to Dulyn Bothy using Google Maps and starting his walk at 8pm. The weather was poor and he had no idea of the terrain he was trying to negotiate, this resulted in him getting lost and struggling through wet, boggy ground above Bethesda. When he called for help he was only 15 mins from the road but felt unable to move by himself. Two team members located him, gave him warm clothes and hot drinks and then walked him back to Bethesda. At this point he had nowhere to stay so he was taken to Oggie Base for the night. On debrief it was discovered he was carrying a tent, sleeping bag, stove etc.",109
Cwm Llafar,2019-01-09,01:15,4,"An experienced group of four became cragfast on the cliffs to the west of Crib Lem as they had thought this would be an easier scramble to the top than the Llech Ddu spur. However, the slush/ snow conditions proved more difficult the higher they climbed and it soon became apparent that a descent the same way would be dangerous. They called for help but initially comms were intermittent and very broken. Once it was established where they were the Coastguard Helicopter was requested due to the poor terrain and fading light. Luckily they were already out training so were diverted to the incident site, winched the group aboard and dropped them off at Oggie Base. The hill party deploying from Gerlan was stood down.",108
Cwm Idwal,2019-01-29,02:15,11,"A male reported seeing SOS lights close to the Devil's Kitchen and he had also been speaking to a lady who was waiting at Ogwen for 2 overdue climbers. A small hill party was dispatched to investigate, by which time the lady had departed and there were no flashing lights on the hill. Team stood down.",107
"Fairy Glen, Betws y Coed",2019-01-28,03:45,13,"A member of the public reported an upside down kayak in the river at the Fairy Glen. There were no reports of a missing or overdue kayaker but there was a possibility that a solo kayaker may be in difficulty. The kayak was retrieved from the river but had no identification on it so team members carried out a hasty search of the river banks before darkness fell. At this point the incident was passed back to NWP for further investigation.
If you are the owner of the boat please contact OVMRO or North Wales Police.",106
Cwm Bochlwyd,2019-01-27,03:40,1,"A male walker slipped near the summit of Glyder Fach and injured his shoulder. He managed to slowly make his way down the mountain assisted by his walking companion, however, on the way down from Bwlch Tryfan to Llyn Bochlwyd they decided to ask for help. Hill parties met up with him at the Bochlwyd outflow and the decision was made to request the Coastguard Helicopter due to his increasing pain. The aircraft was able to land on and get him aboard for a trip to hospital whilst his friend walked off with team members.",105
West face of Tryfan,2019-01-26,01:15,4,"A motorist, who had briefly parked at Ogwen Cottage, reported seeing flashing lights on the West Face of Tryfan close to the summit. He called 999 to report his concern that a walker may be in difficulty, but then left the area. Three team members were deployed to Ogwen to check for lights on Tryfan but nothing was seen. False alarm with good intent for walkers descending using headtorches.",104
Aber Falls,2019-01-21,03:00,1,"A male walker, out with his family, slipped on the grass close to the base of Aber Falls and suffered a knee injury. There was significant swelling and he was unable to weightbear. Team members were on scene quickly, his leg was splinted and then it was a short stretcher carry to the team vehicle.",103
Cwm Eigiau,2019-01-19,01:40,2,A party of 2 walkers believed they had walked south from the summit of Carnedd Llewelyn and then lost the path in the cloud. When they were located using Phonefind they were actually just above the crags at the southern end of Llyn Eigiau. They managed to get themselves down on to the track where they were met by a team vehicle and driven back to the Ogwen Valley.,102
Aber Falls/ Bera Bach,2019-01-19,02:35,10,A group of 10 walkers attempted to walk from Aber to Bera Mawr via Drosgl but then proceeded to get lost in the cloud above Aber Falls. A passing walker offered to assist them down and their progress was monitored with Phonefind until they reached the main path.,101
Ogwen Valley area,2019-01-17,02:30,1,"A solo male walker rang 999 to say he was stuck on a cliff edge. He was unable to give any idea of his location except he could see a road and maybe Ogwen Cottage where he had parked his car, and no further calls would connect with his phone. Hill parties went out to search the usual hotspots in the Ogwen Valley and the Coastguard helicopter also searched the main cliff areas before returning to Caernarfon to await further information. Soon afterwards he turned up safe and well at Pen y Pass having got lost whilst walking n the Glyderau.",100
Cwm Eigiau,2019-01-10,03:40,2,A couple had been walking in the Ogwen area since 11am and reported it was now dark and they had no idea where they were. With the use of Phonefind their position was found to be above the steep ground on the west side of Llyn Eigiau. A small hill party drove up the landrover track towards Melynllyn and then walked across to the lost party. They were brought back to the team vehicle and then driven back to their car.,99
Pen yr Ole Wen,2019-01-05,01:55,5,A party of 5 adults reported themselves lost in fog on the lower slopes of Pen yr Ole Wen. They were encouraged to use OS Locate to provide a grid reference and then the Team Leader was able to give them directions on how to find the path and walk down to the road. A couple of team members went out to meet them.,98
"Llandudno, Great Orme",2019-01-03,02:25,1,The team were asked to assist with a search for a high-risk missing female who was last seen in the Llandudno area. Team members and SARDA teams were deployed in the Great Orme area to search and shortly afterwards a dog team located the female. She was taken to a place of safety and the team stood down.,97
Tryfan,2019-01-02,01:25,1,"A party of 4 were scrambling the summit section of the North Ridge of Tryfan, when one of their party fell about 5m heavily impacting his hip. He was able to make it a short distance slowly before being unable to move further due to the pain. He was put in to a bivvy bag by the group and they called for assistance. After initial discussion with the group and calling the team out, a request was made for Rescue 936 to attend given the location high on Tryfan. Team members gathered at Oggi Base to support the helicopter but were not needed as Rescue 936 was able to winch the casualty after assessment.",96
"Waterfall Gully, Tryfan",2019-01-30,02:50,2,A party of 2 had left the roadside at 0830 in the morning and climbed to about 750m on Tryfan before deciding to reverse their route down. In the process of descending they went off route and ended up stuck in Waterfall Gully. A hill party deployed but R936 were also tasked as the walkers claimed to be in a precarious position. The hill party were quickly on scene and after discussion with R936 it was agreed that the ground party could easily extract the walkers. They were roped up to safe ground and walked off.,95
Milestone Buttress,2019-01-28,02:10,2,"A pair of walkers descending the North Ridge went astray and found themselves on seriously steep ground adjacent to the Milestone Buttress. They had no phone signal but luckily their shouts for help were heard by a member of the public in the car park. A hill party, including RAF Leeming MRT members, deployed with ropes and tech kit to access their location, however the Coastguard Helicopter which was already in the area training was able to come in for a quick snatch. The pair were dropped off at Oggie Base and all team members returned off the hill.",94
Tryfan,2019-01-25,18:00,2,"Two males and a dog became lost in the dark, high on the East face of Tryfan, having set off from the road at 5pm. They were on very steep ground with no idea which way to go so were told to wait for team members to reach them. Poor weather conditions prevented any assistance from the Coastguard helicopter so a party of 3 deployed with extra clothing and warm drinks. The lost party were located, warmed up and then walked down Western gulley to the road.",93
"Miner's Bridge, Betws y Coed",2019-01-23,02:05,1,"A female walker slipped on rocks in the woodland a short distance east of the Miner's Bridge. She sustained a painful ankle injury and could not walk so called for an ambulance. The ambulance service were extremely busy so asked the team to attend. Team members were quickly on scene, splinted the ankle and then assisted the lady up to the road (helped by some off-duty soldiers). She was then driven to the local MIU for assessment and her family would collect her from there.",92
Moel Siabod,2019-01-21,03:05,1,"A solo male hill walker set off late afternoon to climb Moel Siabod, reaching the summit at about 7pm. Darkness fell as he descended and he became disorientated, finally calling 999 as he had no idea which way to go. The use of SARLOC put him close to a landrover track just above Capel Curig, so a team vehicle drove up to find him and to return him to the road.",91
Capelulo,2019-01-20,03:00,1,A lady living in an isolated property above Capelulo became unwell and the ambulance service needed help to reach her. The track to her house was only passable with a 4x4 so asked the team to assist. A paramedic walked up to the house whilst a team member negotiated the track in his Landrover. Luckily the lady was able to be transported in the passenger seat and was driven down to the ambulance for transport to hospital.,90
Pen yr Helgi Ddu,2019-01-18,01:00,2,"A walker reported his concern for other walkers he thought might be stuck or overdue from a scramble on Pen yr Helgi Ddu. However, there was little information so no MRT deployment was considered necessary unless further reports were made to NWP.",89
Cwm Llugwy,2019-01-17,01:30,2,"A member of the public reported a stray dog, possibly a working farm dog, by itself in the Cwm Llugwy area and was concerned for its welfare. Two team members drove up the reservoir, located the dog but it immediately ran away up the hillside onto Pen yr Helgi Ddu. It did not appear injured or unwell, so NWP and local farmers were updated on its location and the team took no further action.",88
Castell y Gwynt,2019-01-15,03:50,1,A female fell runner on an organised event rang NWP to say she was lost and had a head injury from falling. Phonefind placed her just south of Castell y Gwynt but no further communication with her was possible. Due to the fact that she was alone very high up on the mountain in bad weather it was decided to seek assistance from the Coastguard Helicopter at Caernarfon. R936 managed to fly team members to approx. 650m on the south side of the Glyderau whilst another 2 team members set off from the brewshack to walk up. Shortly afterwards the race event was found on the internet and her live tracker location put her close to the Miner's path near Caseg Ffraith. All team members were diverted to the new location where she was found to be with medics from the race event who had been alerted by the tracker system. As the weather was still bad she was encouraged to keep walking slowly downhill until she was below cloud base and then R936 came back in and flew her to hospital.,87
Tryfan,2019-01-14,04:25,1,"A female walker slipped close to the summit of Tryfan and injured her ankle. The other members of her group tried to assist her down but it was too painful so they asked for assistance. One team member passing by was on scene within minutes and recommended an aircraft if possible. Unfortunately the Coastguard Helicopter was already tasked to a serious incident in Mid Wales, so a small hill party deployed with as much kit as they could carry. Valley MRT, who were training in the Moelwyns, were put on stand by as there were not enough Oggie team members for a stretcher carry from the summit. The Coastguard helicopter became available just as the stretcher party arrived at the cas site, so the lady was quickly packaged in the stretcher and winched aboard for a short flight to hospital.",86
Gwydyr Forest,2019-01-08,00:40,2,Two walkers reported themselves lost in Gwydyr forest. They were located with the use of Phonefind and then given directions on how to get back to a track and walk back to their car. No MRT deployment necessary.,85
Gaerwen,2019-01-08,02:50,1,The team were asked to assist NWP and MonSAR with an incident at Gaerwen. A member of the public had found a body in a difficult to access location so the teams were asked to recover the body to flat ground.,84
Coedty Reservoir,2019-01-06,01:15,1,A males lost his way on the descent from Llewelyn to Cwm Eigiau and requested assistance. When contacted by the Team Leader he was just arriving at a small lake where people were camping and they informed him that his location was Coedty Reservoir. The Team Leader collected him and returned him to his car at Trawsbwll.,83
Foel Fras,2019-01-01,02:10,1,"A 17 year old female, part of a Duke of Edinburgh Expedition, suffered a dislocated kneecap whilst walking on the East side of Foel Fras. Due to the weather conditions and location the Coastguard Helicopter was also tasked. The heli took a hill party up to the cas party to assist in the stretcher carry to the aircraft, then flew the girl to Ysbyty Gwynedd.",82
Conwy Mountain,2019-01-31,01:40,1,"A female walker in a walking group tripped at the end of a long day, resulting in a painful elbow injury and facial lacerations. Initially she felt very shocked and nauseous so the group called for an ambulance who then contacted the team due to the mountain location. Whilst the team were deploying the lady started to feel a little better and bravely started to walk slowly down the hill. The team met up with her about 10 mins from the road, assessed the injury and then continued to support her back to the road. She was advised to attend the local hospital.",81
"Sheep Pen boulders , Nant Ffrancon",2019-01-25,01:40,3,"One female and two male boulderers from the South of England misjudged their descent from Sheep Pen boulders and were caught out by the dark with no torches. Their friends at the roadside were able to indicate their location to the small hill party who deployed. Extra torches were taken up to the group who were then able to walk off unaided despite wearing 'sliders',",80
Cwm Bochlwyd,2019-01-25,04:00,1,A male walker slipped and injured his ankle close to Llyn Bochlwyd. As he was unable to walk his friend rang for help. A small hill party deployed to scene to treat and package the casualty and the plan was for R936 to then lift the casualty. Unfortunately R936 was diverted to another incident so the casualty had to be stretchered off with a very limited number of team members. Hard work for everyone involved.,79
Llwytmor,2019-01-25,07:05,1,"A solo female walker had had a long day out on the Carneddau when she made a navigational error on her return to the Aber Falls valley. She spent a long time trying to find a safe way down in the darkness but finally asked for help. Unfortunately she did not have a smart phone so she could not be located that way, however she was able to use her map and compass to provide extra information. Initially it seemed that she was on the east side of Moel Wynion. She agreed to sit down and wait for daylight as it was a warm night and she had no other problems. In the morning the TL contacted her again and after much discussion and map reading they worked out that she was actually on the west slopes of Llwytmor. With a little guidance she was able to descend to the top of Aber Falls and then found the correct descent path to the valley. Good effort.",78
Foel Lus,2019-01-24,01:35,1,"A female in a walking group collapsed with a cardiac arrest on a footpath on Foel Lus. The air ambulance was immediately tasked and the team were asked to provide support on the ground. Initial resuscitation attempts were successful and the lady was flown to hospital, however we were informed later that the lady had sadly passed away.",77
North Ridge Tryfan,2019-01-21,01:15,1,"As the casualty from the previous incident arrived at Oggie base on the helicopter, the team were tasked again to another male walker from the same group who was stuck on the North Ridge. Again poor Comms and a poor description of his location meant that the Coastguard helicopter was re-tasked after refuelling at Caernarfon base. The crew soon spotted the male, winched him on board and dropped him at Oggie base to be reunited with the rest of his group.",76
West Face of Tryfan,2019-01-21,02:30,1,"A male walker, part of a large group, became separated from the rest of his group on the descent of the North Ridge of Tryfan. He rang for help when he managed to get stuck on a small ledge on a very steep rock face. Unfortunately there were no further communications with him and he had only given a limited description of his location. Spotters on the roadside finally managed to locate him and hill parties were deployed with rope rescue kit. Because of the technical difficulty of access to his location the Coastguard helicopter was tasked and luckily winched him to safety.",75
Glyder Fawr,2019-01-20,02:20,2,"A father and teenage daughter had been walking across the Glyderau when they became lost and disorientated in the cloud cover. Very poor comms initially made it difficult to define a search area as the Grid Reference given was clearly incorrect. Hasty search parties were deployed to go up through the Devil's Kitchen onto Glyder Fawr, but shortly afterwards the Cas party provided information which placed them lower down on the west slopes of the mountain. The incident was passed to Llanberis MRT who requested the Coastguard helicopter and the Cas party were located and flown back to the valley.",74
"V cleft, West Face Tryfan",2019-01-17,03:45,4,"A family of four got lost on the descent of the North Ridge of Tryfan and eventually rang for help when they became stuck on a ledge and unable to move. Using Phonefind their location was determined as V Cleft. A hill party with technical kit set off up the North Ridge whilst the availability of the Coastguard helicopter was discussed. Luckily R936 had just completed a previous tasking and were able to fly in and assess the situation, and then were able to winch the family directly from scene. They were all dropped off at Oggie Base for a debrief.",73
Glyder Fach summit,2019-01-13,03:45,1,"The team were contacted as a female walker had fallen approx 10ft on the summit area and banged her head. There was concern that she may be concussed so the Coastguard helicopter was tasked whilst team members gathered at Oggie base. When the winchman deployed at the casualty site he reported that the lady also had hip pain and so he would require assistance with stretcher loading. Five team members were flown up to the summit, helped with the packaging and then the lady was flown to hospital whilst the remainder of her group walked down with the team.",72
Gribin Ridge,2019-01-10,04:40,2,A father and 10 year old son became lost in the low cloud at the top of the Gribin Ridge in challenging weather conditions. Limited communication initially but then the father was able to send a screenshot of his position on Googlemaps. A hill party deployed to the area via Col Gully and soon located the lost pair. They were roped down the top end of the Gribin and then walked back down to the road. They were given advice on how to be better prepared and equipped for days in the mountains.,71
Milestone Buttress area,2019-01-06,03:40,4,"Initial report was of a 10yo male with a head laceration on Tryfan and the family were now stuck. Unfortunately the mobile number given was unobtainable and the GR given placed the group in the Nant Peris area. Both Llanberis MRT and Ogwen MR members started with low level searches as the informant stated they were only 400 yards from the road. Further investigation by NWP placed them iin the Tryfan area so Llanberis MRT stood down. The Coastguard Helicopter was tasked to search the area as the condition of the child was unknown. They were finally located above the Milestone Buttress by the heli but it was poor conditions for a winch and the group appeared to be safe and well, just stuck. A hill party were guided in, roped the family group to safe ground and walked them back to the road.",70
Bristley Ridge,2019-01-03,05:50,4,"Four inexperienced male walkers became stuck on the east side of Bristley Ridge after going off route. They became cragfast in a wet gully and lacked confidence to go up or down. A hill party located them, roped them to safe ground and then walked them off the hill.",69
"Waterfall Gully, Tryfan",2019-01-28,01:15,4,"A group of 4 walkers descended into the area of Waterfall Gully, low down on the North Ridge of Tryfan, and became stuck . Team members were preparing to deploy when the group called to say other walkers had assisted them back to safe ground. No further action needed.",68
Glyder Fach,2019-01-27,01:15,3,"Just as the previous incident was finishing a report was made of 3 climbers overdue from a day on Chasm Route, Glyder Fach. They had set off at 11am fully equipped and very experienced but had been expected back much earlier. As the TL was collecting information they made contact to say they were at the top of the Bristley Screes and did not need assistance. Incident closed.",67
North Ridge Tryfan,2019-01-27,03:20,1,"A 74 year old male had completed 2 routes on Tryfan but unfortunately slipped on the descent and suffered a large gash to his lower leg. A hasty party was deployed to assess his injury and a back up stretcher party were deployed a short time afterwards. The male, after pain relief was given, was able to slowly walk with assistance down the lower part of the North Ridge and down NoName gully towards the top of Little Tryfan. At this point the Coastguard Helicopter managed to sneak under the cloud and lift him to speed up his admission to hospital. All team members plus the informant then returned to base.",66
Penmon,2019-01-27,02:05,1,"An elderly male reported himself stuck on a cliff face near the disused quarries at Penmon. He was unable to move and there was no-one close by to help him. They incident was transferred to MonSAR and the Oggie team put on standby to assist if needed. Coastguard teams and the Coastguard helicopter were also tasked whilst MonSAR were on route, but the male managed to self rescue. All assets stood down.",65
Moel Siabod,2019-01-24,02:20,1,"A male walker slipped whilst scrambling on the lower section of the South Ridge of Moel Siabod, causing a significant scalp laceration. Due to the possibility of an underlying head injury, the Coastguard helicopter was asked to attend whilst team members made their way to the forest tracks just south of the casualty location. The heli was able to lift the casualty and fly him to Bangor hospital for treatment, whilst the rest of his group walked off the mountain.",64
Rhos on Sea,2019-01-24,03:15,3,The team were asked to assist NEWSAR in the search for 3 missing children in the Rhos on Sea area. They had not been seen since the previous evening so there was significant concern for their safety. They were found safe and well in the house of a relative.,63
Tin Can Alley,2019-01-23,01:30,1,"A male walker collapsed in Tin Can Alley (behind Oggie Brewshack) with suspected heat stroke. Two team members went directly to scene to assess the urgency of the situation. Luckily although the man was exhausted and had other existing medical problems, he was able to walk with assistance the short distance back to the brewshack. He was advised to seek a check up with his own hospital.",62
Holyhead,2019-01-21,06:25,1,"The team were asked to assist with the search for a missing/ lost female in the Holyhead/ Valley area of Anglesey. NWP had intermittent contact with her but her description of her location kept changing making it difficult to plan search areas. MonSAR and Coastguard teams were also involved in the search, which was stood down at 6am due to no further information. She was found in a field next to houses a short time afterwards, cold but unharmed.",61
North Ridge Tryfan,2019-01-15,01:30,3,"Three walkers reported themselves lost on the descent of Tryfan but could give no further information except being able to see their car by the lakeside. Using Phonefind, the team were able to locate their position as very low down on the North Ridge. As a party of team members were just setting off from the carpark to extract them, the group of 3 arrived at the road. No further action needed.",60
Moel Siabod,2019-01-14,03:30,1,Two female hill walkers had been overnight camping on Moel Siabod; whilst descending the mountain one of the females suffered an ankle injury and was unable to walk. The casualty was airlifted by the Coastguard Helicopter directly to hospital whilst one OVMRO team member went to the scene to assist the other female off the mountain.,59
