incident,n_incident,loc
A couple walking the Cumbrian Way at the back of Skiddaw requested Mountain Rescue assistance when one of them slipped and suffered a calf injury that prevented them from continuing. The Team were able to drive close to their location before continuing on foot. On arrival the casualty was assessed and given pain relief before being stretchered to the Team vehicle. The casualty was then able to continue in their own vehicle to Penrith medical centre for further treatment of a suspected ligament injury.   10 Team members – 4 hours 25 minutes,,knott
The Mountain Rescue team was deployed in the early hours of the morning to help a woman descend from the summit of Skiddaw after concerns were raised for her well being. 6 team members – 4hours 55 mins,,skiddaw
"A man tripped and fell whilst walking on the rocky path from Watendlath to Rosthwaite. His walking partner and passers-by came to his aid but found him slightly confused, unsteady and complaining of chest pains. They rightly decided to call for Mountain Rescue who were able to drive close to their location. The team assessed the man and, while he was much improved, determined that due to his symptoms, chest pain and age, further assessment was required. An air ambulance (Helimed 58) had became available and arrived on scene while the team assisted the man in walking down. With any underlying medical issues ruled out by the air ambulance team the man was taken by land ambulance to the Cumberland Infirmary for treatment of a suspected cracked sternum.   15 Team Members – 1 hour 37 mins",,watendlath
"A walker was reported as missing when he did not return as expected to his campsite in Wasdale. A search was launched by Wasdale Mountain Rescue, with the help of the LDMR Search Dogs, of the Scafell range before a request to help extend the search area was made to Keswick Mountain Rescue. Two teams were dispatched from Keswick; the first searching Seathwaite Fell and descending via Taylor Gill Force, and the second over Allen Crags and Glaramara. The search was unfortunately unsuccessful and Keswick Mountain Rescue stood down the next day.   11 Team Members – 29 hours 30 mins",,scafell
A walker and his dog became cragfast on steep ground beside Halls Fell ridge on Blencathra. A small team was deployed from Keswick Mountain Rescue to the summit of Blencathra where a rope was rigged from above. A team member was lowered to recover both the man and his dog back onto the Halls Fell path. The uninjured pair were then walked safely down and returned to their own vehicle.   8 Team members – 4 hours 5 mins,,halls-fell
"A student on a Duke of Edinburgh expedition fainted on the bridleway above Watendlath. The expedition leaders called for Mountain Rescue help and a team was quickly dispatched from Keswick, with a second truck on standby for a possible stretcher carry. On arrival the casualty was assessed and heat illness ruled out. The casualty was able to walk with assistance back to Watendlath and the waiting school minibus.   16 Team Members – 1 hour and 27 minutes",,watendlath-57
"A couple were walking on Great Calva, at the back of Skiddaw, when one slipped on steep ground and injured their ankle. The partner made his way to Skiddaw House to get phone reception where he called 999 and asked for Mountain Rescue assistance. Without an exact location for the casualty two team Landrovers were sent to access the area from different points. Once an accurate location could be made, both trucks made their way to Mosedale where team members were able to quickly access the casualty. An assessment was made of her injury and although no immediate treatment was required, her ankle could not bear weight. She was therefore stretchered back to down to her own vehicle so that she could be transported for further assessment at Carlisle Infirmary.   16 Team Members – 2 hours 40 minutes",,great-calva
"A 19 year old who had been swimming in Scales Tarn, at Blencathra, became unwell, cold and weak after getting out. As he was part of a large party, the group leader called 999 and both Keswick Mountain Rescue and the North West Air Ambulance were deployed to the area. The air ambulance was able to land nearby and provide initial treatment before being re-deployed to a more critically injured casualty elsewhere. The mountain rescue arrived shortly after and also assessed the man who had by now made a full recovery and was able to walk off the fell with the rest of his party.   15 Team members – 2 hours 27 minutes",,scales-tarn
"A couple walking in the central fells became lost on their route back to their campsite at Seathwaite. One of the couple had Type 1 diabetes and, since they had been out longer than they were prepared for, was by now overdue their insulin. The couple called 999 and asked for Mountain Rescue. Keswick Mountain Rescue were able to place their location through PhoneFind as being near to the summit of Glaramara. Due to the potentially serious nature of the incident, two team trucks were deployed with one team going ahead to quickly locate the casualty. The casualty was assessed and it was determined that they could be walked off the hill without treatment. Even in the height of summer, we recommend you have a map and compass, which you know how to use, a head-torch, extra layers, and additional food and drink. For ‘back-up’ we also recommend using a navigation app such as OS maps or Outdoor Active which can confirm your position. Be Adventure Smart: www.adventuresmart.uk 14 Team Members – 4 hours 25 mins  ",,glaramara
"Keswick Mountain Rescue was contacted by Cumbria Police to help with a search for a man suffering from dementia who had not returned to meet his partner at their arranged time. The man had set off to walk up Catbells and so Mountain Rescue coordinated team members in a search of the area, expanding outwards to cover additional paths as necessary. After nearly three hours the man was located safe and well at a hotel in Buttermere. 11 Team Members – 2 hours and 55 mins",,catbells
Keswick Mountain Rescue were contacted by Wasdale Mountain Rescue to assist a vulnerable person to Seathwaite from the corridor route. The person had been reported as missing in the Scafell area in the early hours of the morning. Wasdale MR were able to make contact with the person and deployed a small team to help walk with him to Styhead Tarn where Keswick MR met them in order to continue the person’s walk safely down to Seathwaite. 4 Team Members – 3 hours 12 minutes,,corridor-route
"With incident 62 still on-going, the team were alerted to a biker on the Brundholme Road, Latrigg who had fallen from his bike suffering injuries to his shoulder and knee and unable to bear weight. The team was quickly deployed to the site, with two other team members going direct to assist immediately. The man was assessed by the team doctor as having minor injuries but requiring an x-ray on his knee. He was helped into the team vehicle and taken to his relative’s car for further transport to the local hospital. 9 Team Members – 1 hour 18 minutes  ",,brundholme-road
"An 18 year old was on a walk up Scafell Pike with his family but he later wandered off on his own. The family who were unaware of his whereabouts eventually returned to Keswick via Seathwaite. The boy, also with no knowledge of his location, and in an area with intermittent mobile signal, managed to call the Police requesting help after getting into difficulty. Fortunately the Police were able to get a fix on his location and a small Keswick team were dispatched. Further attempts to call the boy and his family failed so a search was made of paths leading from Seathwaite Farm before heading off up Seathwaite Fell. Eventually the boy was spotted crag-fast on a ledge on Aaron Crags on Seathwaite Fell. Due to his precarious position he did the right thing in calling for help and thankfully he was uninjured. He was subsequently guided to over the top of the fell and down a safer route. Contact was later made with the family, and the boy and family, re-united back at Seathwaite. 8 team members – 3 hours 21 minutes",,seathwaite-fell
The Police requested help to find a person who had gone for a walk in the fells in the Caldbeck area. He was last seen on the afternoon of 30th July and reported missing later that evening as it was getting dark. Brief contact by phone was made but attempts to narrow down his location proved difficult. A search was therefore postponed until morning after the Police managed to re-establish temporary contact. They confirmed that he was uninjured but wet and cold after being lost on the fells overnight in mist and rain. A wide area of the northern fells (i.e north of Skiddaw/Blencathra) was searched with Keswick and RAF Leeming MRT team members plus the Lakes Search Dog Team. A police helicopter was also tasked after the low morning cloud dissipated. Further contact with the missing person was made and a vague description of his whereabouts provided. After some detective work a Land Rover was sent to Skiddaw House and thankfully the man was located and taken back to Keswick MRT base for a welcome cup of tea and biscuit. 13 Keswick + 13 RAF Leeming MRT members + 4 search dogs and handlers – 7 hours 45 minutes,,northern-fells
A paraglider pilot suffered a heavy landing whilst flying on Thelkeld Knotts causing a lower leg break. Both Keswick MRT and the Great North Air Ambulance deployed and Helimed 58 managed to land close to the casualty and provided treatment and pain relief. Keswick team arrived shortly after and provided stretcher support to the aircraft which then airlifted the casualty to Carlisle hospital. Once the helicopter had left a team member had the good fortune to get a ride down the hill on a tandem paraglider. Lucky fellow. 11 team members – 2 hours 18 minutes    ,,thelkeld-knotts
A 21 year old female slipped and suffered an injury to her ankle whilst descending towards Swirls Car park from the top of Helvellyn. Being unable to weight bear the group called 999 and asked for Mountain Rescue assistance. The team attended and gave pain relief before stretchering the casualty down to the car park from where she was taken to hospital in the family car. 16 team members – 1 hour 55 minutes,,brown-cove-crag-helvellyn
"A walker heard convincing cries of help from Gillercomb Buttress. When attempts were made to hail the caller no reply was heard. A solitary figure was seen stationary on the crag but it wasn’t possible to ascertain if it was related. With no mobile signal it was 2 hours before the informant could call 999 to report their experience. Team members approached the Raven Crag area of Grey Knotts from Honister to undertake a search of the area where the reported shouts were heard. There was no evidence of anyone on the crags, nothing was seen or heard so the team returned to base. 6 team members – 3 hours 34 minutes",,raven-crag-grey-knotts
"Three generations of the same family were on a walk up Halls Fell on Blencathra. One of the younger generation, a 12 year old boy wandered ahead by himself. After some time of not seeing the boy and shouting to no effect the family called 999 and asked for help searching for the boy. A small team were sent out to assist with one member getting dropped off at the location of the family car and the rest approaching from the base of Halls Fell. On arrival at the base of the fell the young man was spotted low on Gategill Fell and the rest of the family could be seen descending Halls Fell. The family were reunited and I’m sure a good ticking off was in order once we were out of earshot! 10 team members – 1 hour 20 minutes",,halls-fell-blencathra
A lone male walker climbed Helvellyn from Swirls then descended Striding Edge to Red Tarn before returning to the top of Helvellyn via Swirral Edge. Unfortunately on top it was in cloud and he took off in the wrong direction following the footpath south. After some time walking in the rain and mist he realised he was lost and called 999. Initially the call went to the Patterdale team who passed it to Keswick. A phone find put his position close to Dollywagon Pike so he was instructed to continue on and down to Grisedale Tarn then turn right. A small team was sent out to approach from Dunmail Raise. They met the man as he was descending Raise Beck. He was given food and drink then escorted down to the team vehicle and given a lift back to his car at Swirls car park. 4 team members – 2 hours 6 minutes,,dollywagon-pike-70
A walker descending Barrow towards Braithwaite called 999 after hearing calls of ‘help me’ 5 or 6 times. Due to the wind direction they believed the calls to be coming from the lower slopes of Grisedale Pike above hospital plantation or the Coledale area. A small team was sent to investigate but after searching the area between Barrow and Stile End then along the Coledale track to Force Crag nothing untoward was seen or heard. A false alarm with good intentions. 5 team members – 1 hours 50 minutes,,barrow-stile-end
"A male mountain biker came off his bike near the top of Barrow above Braithwaite breaking his lower leg. By himself, getting cold in the fresh breeze and in a lot of pain he managed to call 999 and ask for Mountain Rescue assistance. On arrival the team provided shelter, a casualty bag and chemical heat blanket. Team medics meantime administered strong analgesia before splinting the leg. When sufficient team members had arrived the man was stretchered off the fell to an awaiting ambulance and a GNAAS doctor. Many thanks to the local fell running couple who assisted. 17 team members – 2 hours 22 minutes",,barrow
A female walker slipped on scree injuring her ankle during an ascent of Skiddaw after walking up from Dodd Wood over Carlside. It was late and dark but the walker had a tent with her so made herself comfortable for the night with a view to self-rescuing in the morning. A concerned friend had called 999 when the walker did not return and after discussion with the walker it was decided the best plan would be to help her down and get her to hospital. The team approached from the forest tracks at the back of Dodd and over Carlside. The casualty made an initial valiant attempt to hobble down but the team ended up stretchering her down to the Landrover on Dodd and then down to an ambulance on the road below. 8 team members – 6 hours 39 minutes,,carlside-skiddaw
A walker called the police after hearing cries for help from a child in the ravine of Whit Beck between Jenkin Hill on Skiddaw and Lonscale Fell. A phone find was able to place the location of the informant. A small team was sent to investigate. More information subsequently arrived from the police concerning a child who had run off up Skiddaw. A passer by managed to help the child out of the ravine from where they made their way across Lonscale Fell to be met by team members who escorted the child back to his mother at the Gale Road car park. 12 team members – 1 hour 56 minutes,,jenkin-hill-skiddaw
"In the lower reaches of the Langstrath Valley an elderly gentleman slipped and fell bashing his head resulting in a lot of blood. A member of their party ran down to the Langstrath Hotel to call for an ambulance. NWAS called for Mountain Rescue assistance. Meantime the informant then returned to the casualty meaning that no further information could be gleaned. Team members including two medics attended, they did an assessment of the casualty before escorting the man and his companions back down to the Landrover from where the party were taken back to their car to allow them to go to hospital for treatment. 12 team members – 1 hour 56 minutes",,galleny-force-langstrath
"A couple had just set up a top rope to practice placing gear on a rock climb at the top of Shepherds Crag. On the descent scramble the man took a tumble, falling a short distance but landing badly causing a bad lower arm fracture. After a call for assistance from the climbing partner Keswick MRT and the Helimed 58 deployed to the scene. After some strong analgesia, wound dressing and splinting the climber managed to walk assisted to the road where an awaiting ambulance took him to Carlisle hospital. Many thanks to GNAAS for responding. 14 team members – 2 hours    ",,shepherds-crag-borrowdale
"Black Moss Pot in upper Borrowdale was understandably very busy on this beautiful hot day. A 16 year old girl jumped into the pool, another person jumped in immediately after and landed on her head. The girl got herself out of the water with some help but with suspected serious head and neck injuries. In light of the potential seriousness of the incident Helimed 58 were tasked to the incident and as a precaution the Coast Guard were also tasked but were stood down once GNAAS Helimed 58 had arrived on scene. Keswick sent two vehicles with other team members going direct. The journey up the valley was made much slower and more difficult by some very inconsiderate roadside parking. The casualty was assessed on scene then stretchered to the helicopter and airlifted to Carlisle Hospital. 20 team members – 2 hours 22 minutes",,black-moss-pot-langstrath
"A couple of runners were descending Grisedale Pike when one tripped and fell causing severe cuts. They had applied wound dressings and taken some pain relief but the injured person was unable to continue. Keswick team deployed two vehicles to a high point in Whinlatter forest and made their way up to Sleet How on Grisedale Pike. After further treatment the casualty was stretchered down to the team vehicle which took them to their car, and from there they made their own way to hospital. 14 team members – 2 hours",,grisedale-pike
"A family were descending the Beckstones Gill path next to Barf when one of the group fell and injured her ankle. She attempted to continue down but the pain was too much so assistance was requested. The call for help came through as Keswick team were on their way back from the previous call-out, and being nearby they got to the casualty relatively quickly. After an assessment of the ankle and splinting, the woman was stretchered down to the family’s vehicle with a recommendation that they visit hospital for an x-ray. 1 hour 30 minutes  ",,beckstones-gill-barf
"With Sharp Edge cloaked in mist a couple tried to avoid the notorious wet slippy rock by attempting a low level traverse. However having reached the gnarly Foule Crag area they became crag fast and called for assistance. A small Keswick MR team made their way to the top of Sharp Edge and after eventually locating them in the mist, a rope system was set up and the couple brought 50m back up to ridge level. From here they scrambled to safe ground at the top protected by a rope. 9 team members – 4 hours 36 minutes",,sharp-edge-blencathra
A female in her mid 50s was descending Halls Fell with a group when she tripped and went over on her ankle. As she was unable to weight bear the group called for Mountain Rescue help. On arrival Keswick team members assessed and splinted the casualty’s lower leg before stretchering her down through the purple heathery slopes to the group’s vehicle for onward transfer to hospital. 15 team members – 2 hours 11 minutes,,halls-fell-blencathra
"We received a report that a woman in her 70s had fallen from Surprise View which overlooks Derwentwater. Both Keswick MRT and the Great North Air Ambulance immediately deployed. A Keswick MR team member along with a GNAAS doctor were lowered from the top to the woman, whilst a second group of team members made an approach to the base of the cliff. Tragically the woman died from her injuries in the fall.
Our deepest thoughts and sympathies go to the woman’s family and friends. 18 team members – 3 hours 11 minutes",,surprise-view
An 83 year old female collapsed in Crow Park. The informant gave the 999 call handler a What3Words location which was close to Hawes End. The team sent a Landrover first truck to the location only to find nobody. Further enquiries revealed the true location within walking distance of the base. Fortunately more team members had arrived at base and were able to respond quickly to this potentially serious medical incident. The casualty was assessed and stretchered back to base for further assessment and to await the arrival of an ambulance. This is the second callout in 3 days (and there have been others) when the W3W location has been close enough to be believable but wrong enough to be useless. W3W should not be relied upon on its own. Always give a verbal description of where the casualty is and better still a grid reference from a map or use the app OS-Locate (https://shop.ordnancesurvey.co.uk/apps/os-locate/). 15 team members – 1 hour 45 minutes,,crow-park-keswick
"A female walker slipped near the top of Castlehead resulting in an ankle injury. One vehicle was sent out with other team members running directly from base. On arrival at the scene, the team assessed the casualty and administered strong pain relief before reducing (realigning) the ankle. The casualty was then stretchered down to Springs Road to meet the NWAS ambulance which took the lady to Carlisle Hospital. 14 team members – 1 hour 44 minutes",,castlehead
"A man in his late 70s was rock climbing with friends on a beautiful warm sunny day, clipping bolts in Bram Crag Quarry. On their third climb of the day the belayer on the ground suddenly felt a weight come onto the rope as, without warning, the man collapsed unconscious. The casualty was just above a ledge so it was not possible to lower him to the ground. The ground party managed to get up to him by re-climbing the route and as he wasn’t breathing started CPR. On arrival the team assisted in the lowering of the man to the ground where he had immediate medical attention. Tragically the man had no signs of life. Our thoughts and deepest sympathies go out to the friends and family of the man. In light of the circumstances the Air Ambulance (North West Air Ambulance) and Coast Guard helicopters were requested. Once the situation became clear these were stood down. Many thanks to both for responding. 20 team members – 2 hours 37 minutes",,bram-crag-quarry
"A DofE group were walking in an area with no phone signal when one of them slipped and sustained a head injury. They activated an SOS beacon and Keswick team were contacted via the police. Initially the location and nature of the incident was unclear but a nearby DofE group supervisor was able to make their way to the casualty to confirm that the team was required and provided a grid reference. Keswick team arrived to find the casualty well wrapped up, and after an assessment by a team doctor, was deemed to have recovered sufficiently to be able to walk to the team vehicles at Newland Hause. 17 team members – 4 hours 5 minutes  ",,sail-beck
Whilst nearby incident 87 was underway we received notification that a male walker was suffering a serious medical condition at the top of Ruddy Gill on Seathwaite Fell. A team vehicle was deployed and in parallel team members on the Thornythwaite Fell search were temporarily directed towards the casualty location. Fortunately Helimed 58 was also tasked and managed to land close to the casualty. The man was able to walk to the helicopter and was then airlifted to hospital. 16 team members – 2hours 12 minutes,,ruddy-gill-seathwaite-fell
A couple had set off in warm sunshine from Seatoller towards Glaramara but went off route and became crag fast somewhere on Thornythwaite Fell. Mobile signal was poor so it was not possible to pin point their location using ‘Phonefind’/’Sarloc’ and only vague details of their location were provided. Being a sizeable area team members searched various locations on the fell but we were later informed that a couple of climbers had helped them to safer ground. 9 team members – 4 hours 41 minutes,,thornythwaite-fell
A female fellwalker slipped on a wet path near Fisherplace Gill above the north end of Thirlmere and suffered an ankle injury. The team attended and administered analgesia before stretchering her from the hill. As there was no ambulance available the casualty was transported to Keswick Hospital to await transport to Carlisle for x-ray. 14 team members – 1 hour 49 minutes,,fisherplace-gill
"Whilst the team were just finishing the previous job a report came in concerning a cyclist who had fallen from her mountain bike on the blue route in Whinlatter Forest. Fortunately the location was very close to the road and whilst the team diverted from the completed Thirlmere job to attend, other team members went direct including a team doctor. The cyclist was assessed, given pain relief and her injured shoulder strapped up. Again, no ambulance was available but it was just a short walk to the casualty’s own vehicle from where she was taken to hospital for treatment. 20 team members – 1 hour 8 minutes",,whinlatter
"Whilst attempting an off-road Coast to Coast a mountain biker fell from his bike and dislocated his shoulder near Angle Tarn below Esk Hause. His companion had to leave the scene to get a phone signal to raise the alarm. The team made its way onto the hill via Grains Gill but due to the remote location, the potential for a long wait for the team’s arrival and a long carry off support was requested from a Coastguard helicopter. By the time the Team had reached the top of Ruddy Gill Rescue Helicopter 199 had attended the scene, picked up the casualty and taken him and his bike to Cumberland Infirmary, Carlisle. Many thanks to Rescue 199 for their help. As the casualty and his companion were intending to bivi out anyway the companion remained on the hill overnight intending to make his own way down in the morning. 12 team members – 4 hours 14 minutes  ",,angle-tarn
"In the late evening, well after dark, a man called 999 from Honister YHA when his companion failed to show up after a walk over Great Gable, the two had taken different descent routes. The report initially mistakenly went to the Wasdale team who passed it over to Keswick. From Honister apparently a light could be seen on the Drum House path that may or may not be moving. A small team was sent to Honister to investigate but by the time they reached the YHA the overdue person had turned up. 6 team members – 2 hours 25 minutes",,honister
"A man slipped and fell down a slope near to the old railway line at Brundholme Wood causing a possible broken rib. He tried to continue but the pain was too much so he dialled 999 and requested assistance. Keswick MRT managed to get a vehicle to the injured man and after some strong pain relief he was stretchered along the disused railway line to an ambulance for onward transfer to hospital. Whilst waiting for the ambulance in the warm sunshine, Will the ice cream man, kindly donated some of his produce to the team. Thanks Will. 15 team members – 2 hours 13 minutes",,brundholme
A small group were descending Scafell pike and were overtaken by nightfall. One of the group stumbled and fell sustaining injuries to their elbow and leg which slowed their progress. Their call for help was originally directed to Wasdale MRT but when the group’s location was established Keswick took over. Team members approached from Grains Gill to meet the party and after a check up and sharing some food the group were walked back down to their vehicle in Seathwaite. 14 team members – 5 hours 34 mins,,ruddy-gill
A man slipped on the side of Scaley Beck below Doddick Fell on Blencathra causing a deep laceration to his knee. One of the man’s companions applied a wound dressing and helped the man descend before the team arrived on scene. One team member who lives locally was able to assist the man walk back to his vehicle. The rest of the team were stood down. 10 team members – 41 mins,,scaley-beck-blencathra
A husband and wife were walking above Ashness Bridge when she fell and suffered a leg injury. The husband walked down to Ashness Bridge where he was met by the team who helped his wife down to the road. They were advised to go to the hospital to get checked out. 11 team members – 1 hour  ,,ashness
"A woman called for help when she lost her way whilst descending Lord’s Seat returning towards the Whinlatter Visitor Centre. Whilst the woman was well equipped with suitable clothing and torch, it was now dark and she lost the path and became disorientated. A phone find gave her exact location and a small team was sent to locate her and take her back to her vehicle. 6 team members – 1 hour 36 minutes",,lords-seat
"Whilst walking the path between Walla Crag and Ashness Bridge a woman slipped and injured her ankle and was unable to continue. Keswick team deployed to Ashness Bridge, provided pain relief, splinted her ankle and stretchered her down to the road at Ashness from where they would make their own way to hospital. 9 team members – 1 hour 28 minutes",,ashness
A man had become separated from his party shortly after leaving the summit of Scafell Pike. In cloud and windy conditions they had not been able to locate him on the descent. Wasdale and Duddon teams searched overnight without success. The search resumed in the morning with other MR teams in support. Keswick team were tasked with searching the Grains Gill and Styhead Tarn areas and after 3 hours were stood down after the man was located near the summit of Scafell Pike. Sadly the man had not survived. Our thoughts and deepest sympathies go to the man’s family and friends. 10 Keswick team members – 3 hours 21 minutes  ,,scafell-pike
"Patterdale MRT requested Keswick support in a search for a couple of walkers who were overdue on their walk on the Helvellyn range. They were last seen near to Sticks Pass and their intended route was towards Helvellyn and back down to Glenridding via Catstye Cam. Keswick team searched the main paths on the Thirlmere side of the Helvellyn ridge and after hearing that the missing persons were found on Whiteside, went to help with the re-warming effort as they were both in various stages of hypothermia. A Coast Guard helicopter was deployed and airlifted the two people to Carlisle hospital. 11 team members – 4 hours 11 minutes  ",,whiteside
"A farmer from St Johns in the Vale was gathering his sheep when one of them decided a ghyll scramble in Beckthorns Gill looked like a much more interesting proposition. Unfortunately not being very Adventure Smart the sheep fell and landed on a ledge part way down a steep and narrow part of the gill. Unable to get to the sheep the farmer called for help. Mountain rescue have a long history with sheep rescues with well over 200 sheep rescued by Keswick team alone.  The team arrived, fought their way up through the chest-high bracken then rope-rigged from a large boulder and a tree to lower a team member down into the gill to perform a single sheep pick-off. When the rescuer arrived at the ledge, for whatever reason the sheep decided that self-rescue was the preferred option and launched itself off the ledge to land in the pool below. A real life woolly jumper! The sheep seemed to suffer no ill effects from its hasty escape. 7 team members – 2 hours",,beckthorns-gill-st-johns-in-the-vale
"Whilst descending the Corridor Route from Scafell Pike, a 60 year old man slipped and fell around 5m causing deep cuts to his head, and injuries to his hand and knee. Despite this he continued his descent towards Seathwaite in considerable pain until some passing walkers raised the alarm. Keswick team met the man on the Styhead tarn path, dressed his wounds and stretchered him to Seathwaite Farm. Due to ambulance availability he was taken to Keswick MR Base to wait for an ambulance for onward transfer to hospital. 16 team members – 4 hours  ",,styhead-gill
A 78 year old man descending Catbells tripped and fell causing a deep cut to his head and heavy bleeding. The casualty was assessed and his wound dressed before being walked off the hill to a waiting ambulance which transported him to Carlisle hospital. 19 team members – 1 hour 35 minutes,,catbells
"A lone walker fell from a rocky step at the top of Glaramara and was in considerable pain after injuring his ribs. He messaged a friend, who called the police, and continued downward. Unfortunately he dropped out of mobile reception so it was difficult to establish his exact location. Keswick team deployed three vehicles and commenced a search up Glaramara from Mountain View and Seathwaite. He was located on the Hind Gill path above Seathwaite. After some pain relief and a check over by a team doctor, he was walked off and taken by ambulance to Carlisle hospital for further checks 24 team members – 2 hours 41 minutes",,hind-gill-seathwaite
"One of a party of four became unable to walk after a fall just below the top of Haystacks in which he twisted his knee. Cockermouth team attended but requested further assistance from Keswick as they were short on team members. A team of five was despatched to assist, driving to Dubs Hut and walking in from there. They met up with CMRT and helped carry the casualty out on a stretcher. It was good to be able to pay back a favour as Cockermouth have helped us out on many occasions in recent times when we were short. Cockermouth still have a few credits left! 9 team members – 3 hours 6 minutes",,haystacks
"A woman fell near the summit of Castle Crag in Borrowdale, landing on her hip and banging her head. She had back and leg pain and couldn’t continue. She was fortunate to be with her husband (trauma medic) and daughter (nurse). In addition passing walkers kindly provided a group shelter and other covers to keep her warm while awaiting the arrival of the Keswick Team. After an assessment by team medics and some pain relief the woman was packaged and stretchered down to Rosthwaite to an ambulance which transferred her to Carlisle hospital for further checks. 13 team members – 2 hours 37 minutes",,castle-crag
Two separate parties of walkers reached the summit of Scafell Pike together and decided to descend together. Part way down the Corridor Route they became unsure of the exact route down. They didn’t feel they wanted to climb the difficult step and having tried to descend a little they decided to back track. They quickly became benighted and decided to call Mountain Rescue while they had good reception. A SARLOC phone find message gave their precise location on the Corridor Route. The night was fortunately mild but it was also very wet as seven team members climbed up from Seathwaite to find the party of eight. The group was walked down to their vehicles at Seathwaite without incident. www.adventuresmart.uk 13 team members – 4 hours 40 minutes,,corridor-route
"A man walking his dog on low ground east of the A66 below Thornthwaite got into trouble in rising water near the confluence of Chapel Beck and Newlands Beck. His location was unclear until he was located using the phone find system. The team went out with swift water rescue capability and located the man at his phone find location. After swimming across one swollen but slow-moving stream to reach him team members were able to walk him, in much less deep water, along a track to Bog House, 1500m south east, from where he was evacuated. 19 Team members – 1 hour 54 minutes",,newlands-beck-thornthwaite
A passing walker came across a 75 year old man near Castlerigg Farm who was feeling dizzy and going in and out of consciousness. The walker phoned 999 requesting assistance. Keswick team dispatched a vehicle to Castlerigg Farm and the team descended the track to the casualty location. A Keswick team doctor assessed the casualty and after treatment the man was stretchered down to Spring’s Road to await the arrival of an ambulance. 12 team members – 1 hour 53 minutes,,castlerigg
"During a ghyll scramble a 31 year old suffered a painful knee injury and was unable to continue. After an assessment and pain relief provided by a Keswick team doctor, the casualty was placed on a stretcher and hauled onto the path above the beck, and then to a friend’s car for onward transfer to hospital for further checks. 17 team members – 1 hour 32 minutes",,stonycroft-beck
Whilst descending Barrow a 43 year old walker slipped and heard a ‘crack’ in her ankle. After requesting assistance a team doctor was first to arrive to assess the injury and provide pain relief. The ankle was reduced (re-positioned) and strapped. She was then stretchered down to their vehicle and her partner drove her to hospital. 14 team members – 2 hours 10 minutes,,barrow
A walker was ascending Scales Fell when a slip caused her to fall and break her wrist. A passing walker provided some pain relief and helped with the call for mountain rescue support. Keswick team dispatched a vehicle to help her off the hill but by the time of our arrival she had managed to walk herself down to the White Horse Inn at Scales. After an examination by a team medic a friend of the woman drove her to hospital for an x-ray and further treatment. 8 team members – 1 hour 10 minutes,,scales-fell-blencathra
"A man, part of a group of 5 descending from the memorial service on Great Gable, slipped on wet ground above Stockley Bridge sustaining an injury to his knee. The man was unable to weight-bear so they called 999 and asked for Mountain Rescue assistance. On arrival the team provided pain relief before splinting the man’s leg, loading him onto a stretcher and then carrying him down to their own car for onward transfer to hospital. 12 team members – 2 hours 27 minutes",,stockley-bridge
"A man at Lingy Hut fell and hit his head causing bleeding. The Great North Air Ambulance, Helimed 58, responded quickly and managed to land close to the hut. Medical treatment was given before the man was flown to hospital. Keswick team members had driven as close to Lingy Hut as possible up the Mosedale road and were preparing to walk in but were stood down once the casualty was in the helicopter. Many thanks to GNAAS for the quick response. 18 team members – 1 hour 24 minutes",,lingy-hut
"A woman suffered a suspected broken arm after falling on a slippy wooden foot bridge. She tried to continue walking but the pain was too much. A couple of passing mountain bikers made the call for assistance and Keswick team dispatched a vehicle to Shoulthwaite Farm below The Benn. After an examination of the arm, some strong analgesia, and support, she was stretchered down to the farm. Her husband drove her to hospital for further treatment. 12 team members – 2 hours 3 minutes",,benn
"A 48 year old man was walking in the fells around High Raise when he became unwell. Without a phone signal and realising his best hope of finding someone to help was down in the valley, he started to make his way towards the Langstrath Valley. When he was unable to continue he started blowing his whistle. Note to self: put whistle in hill bag. His whistles (6 blasts of whistle or six flashes of torch at night for a distress signal, repeated every minute) were heard by a couple walking in Langstrath who then climbed up to find the man. With no mobile reception one of the couple ran down to Stonethwaite from where they called 999 for Mountain Rescue before returning to the casualty. GNAAS air ambulance responded quickly and the Coast Guard helicopter was also tasked due to the late time of day. Keswick team sent two vehicles with team members racing up valley from Langstrath campsite. The air ambulance managed some nifty parking on the side of the fell near Brown Crag to the north of Stake Pass leaving just a short climb to get to the casualty. The man was given pain relief and warming blankets. MR team members arrived shortly after followed by R936 from Caernarfon. The man was winched from the side of the hill by the Coast Guard saving an awkward stretcher carry down to the air ambulance. He was then flown to Blackpool for further treatment. Many thanks to the walking couple for responding and calling for a rescue, also to our local Great North Air Ambulance and Rescue 936 from Caernarfon. 18 team members – 3 hours 30 minutes  ",,langstrath
A group of walkers were descending Great Crag towards Dock Tarn when one of the party slipped causing a probable fracture of their lower leg. Keswick team deployed to Watendath and quickly made it to the casualty location. After some strong analgesia and splinting the casualty was packaged onto a stretcher and carried back down to Watendath to meet up with a land ambulance. 15 team members – 2 hours 44 minutes  ,,dock-tarn
"Cumbria Police alerted the team to a woman who had gone missing in the early hours of the morning. The Police requested assistance in searching the lowland and rural areas in the immediate vicinity of Keswick. The search took most of the day time and support was kindly provided by the Lake District Search Dog team, Cockermouth MRT (including their drone operators), Cumbria Fire Service, and the Coastguard helicopter. At approx. 22:00 we received news that the missing person had returned to her home safe and well. 26 Keswick team members – 9 hours 49 minutes",,keswick
